"num","subject","predicate","object"
"2175","BiologicalFamily","22-rdf-syntax-ns#type","BiologicalTaxonType"
"2176","DerivedMeasurableQuantityType","22-rdf-syntax-ns#type","SecondOrderCollection"
"2177","PropositionalConceptualWork","prettyString","propositional conceptual work"
"2178","SocialGathering","owl#disjointWith","SingleDoerAction"
"2179","abductiveExpansion","quotedArgument","1"
"2180","AbilityOfToTypeFn","arg2Genl","Event"
"2181","AccruingInterestOnACD","prettyString","has accrued interest on a CD account"
"2182","IDStringType","rdf-schema#subClassOf","ObjectType"
"2183","6MonthAdjustableRateLoan","prettyString","semi annual adjustable rate loan"
"2184","AbstractLexiconSpecification","rdf-schema#subClassOf","Individual"
"2185","Event","prettyString","events"
"2186","above-Generally","22-rdf-syntax-ns#type","owl#TransitiveProperty"
"2187","AccentFurniture","rdf-schema#subClassOf","FurniturePiece"
"2188","3DRailroadMaster-TheGame","22-rdf-syntax-ns#type","ComputerGameProgram"
"2189","movesWith","arg1Format","SetTheFormat"
"2190","AbdulAhadGuru","prettyString-Canonical","Abdul Ahad Guru"
"2191","19InchTelevisionSet","22-rdf-syntax-ns#type","SpatiallyDisjointObjectType"
"2192","GoalSituationBySuccessStatus","rdf-schema#subClassOf","owl#Class"
"2193","containsInformationAbout-Focally","arg2Format","openEntryFormatInArgs"
"2194","Administrator","prettyString","mortals that has been Has Administrators of an institution"
"2195","RockMusicPerformer","rdf-schema#comment","The collection of individuals or groups that perform rock music."
"2196","HollowCylindricalObject","rdf-schema#subClassOf","Hollow"
"2197","Administrator","prettyString","mortals that is Has Administrators of an institutes"
"2198","Accommodating-HelpingAnAgent","22-rdf-syntax-ns#type","TypicalHumanActivityType-AtLeastOnce"
"2199","7-ElevenInc","prettyString","7 Eleven, Inc."
"2200","IslamicNationalist","22-rdf-syntax-ns#type","PersonTypeByBeliefSystem"
"2201","CalendarYear","22-rdf-syntax-ns#type","TimeOfYearType"
"2202","AbdallahAzzam","22-rdf-syntax-ns#type","Individual"
"2203","AbuIyad-PLOLeader","22-rdf-syntax-ns#type","Individual"
"2204","MotorNerve","rdf-schema#subClassOf","Nerve"
"2205","PoweringADevice","22-rdf-syntax-ns#type","TemporalStuffType"
"2206","PhysiologicalCondition","22-rdf-syntax-ns#type","TemporalStuffType"
"2207","Profits","prettyString","rate of monetary flow that is a profit of a businesses"
"2208","EasternHemispherePerson","rdf-schema#subClassOf","Person"
"2209","ComputerProgram-CW","22-rdf-syntax-ns#type","TemporalStuffType"
"2210","ConfiguringProgram","22-rdf-syntax-ns#type","ComputerProgramTypeByFunction"
"2211","personRepresentingAgent","22-rdf-syntax-ns#type","IrreflexiveBinaryPredicate"
"2212","AviationUnit-MilitarySpecialty","prettyString","air unit"
"2213","AspatialInformationStore","rdf-schema#subClassOf","IntangibleIndividual"
"2214","AccelerationClause","prettyString-Canonical","acceleration clause"
"2215","above-Directly","22-rdf-syntax-ns#type","AsymmetricBinaryPredicate"
"2216","FileTranslationProgram","22-rdf-syntax-ns#type","owl#Class"
"2217","objectFoundInLocation","22-rdf-syntax-ns#type","BBNRelationTypePredicate"
"2218","A_Change-ThePrefix","22-rdf-syntax-ns#type","DeverbalAffix"
"2219","A-5C-Fighter","rdf-schema#comment","A class of #$FighterPlane 
 currently (2000) used by #$China-PeoplesRepublic."
"2220","ApprovingARequest","prettyString-Canonical","approving a request"
"2221","identificationStrings","genlInverse","signifies"
"2222","AbstractNounProducingSuffix","prettyString-Canonical","abstract-noun-creating suffix"
"2223","3DPipesScreenSaver-TheProgram","prettyString-Canonical","OpenGL 3D Pipes Screen Saver"
"2224","ManufacturedGoods","rdf-schema#comment","The collection of all #$Artifacts that are made or processed in large-scale industrial operations for distribution (normally sale) to agents outside the manufacturing organization.  This includes manufactured stuff, e.g. Finlandia vodka; refined ore, e.g. iron; otherwise procesed natural material, e.g. cut diamonds, as well as manufactured objects.  This collection excludes handicrafts; privately made stuff, e.g. moonshine; and other artifacts produced by one or a few people on a small scale."
"2225","abstractInfoAbout","arity","2"
"2226","negationPreds","22-rdf-syntax-ns#type","NegationRelations-Fundamental-Topic"
"2227","AbductorDigitiMinimi","22-rdf-syntax-ns#type","SymmetricAnatomicalPartType"
"2228","CommercialOrganization","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"2229","Ably-TheSuffix","quotedIsa","NLMorphologyTerm"
"2230","AcademicCycles-Time-CSC","22-rdf-syntax-ns#type","CycSubjectClump"
"2231","Profits","prettyString","profits"
"2232","UserProgram","owl#disjointWith","ServiceProgram"
"2233","GoalSituationBySuccessStatus","rdf-schema#comment","#$GoalSituationBySuccessStatus is a collection of collections.  Each instance is a collection of #$GoalSituations that share a similar success status.  These instances represent statuses that
can apply to #$GoalSituations to describe whether a given goal is
successful, actively being pursued, relevant to the current state of
affairs etc."
"2234","21cTestGroup2-4","prettyString-Canonical","21c Test Group 2 4"
"2235","AbsorptionEvent","prettyString","absorbs"
"2236","8MMCamcorder","22-rdf-syntax-ns#type","ManufacturedGoodsType"
"2237","Mortar-120mm-Standard","rdf-schema#subClassOf","MortarLauncher-Heavy"
"2238","20thMRD","22-rdf-syntax-ns#type","MotorizedRifleDivision"
"2239","AnimalTypeByMentalState","22-rdf-syntax-ns#type","FacetingCollectionType"
"2240","superTaxons","22-rdf-syntax-ns#type","FirstOrderCollectionPredicate"
"2241","ClimateConcept","rdf-schema#comment","A #$ConceptTypeByDomain (q.v.).  Instances of #$ClimateConcept are collections and relations having to do with climate.  Specializations of #$AnnualClimateCycle, those specializations of #$GeographicalRegion that are closely associated with particular climates, and relations used for describing the locations, meteorological features, inhabitants,  and other features of regions in various types of climates are instances of this collection."
"2242","EngineeringUnit-MilitarySpecialty","rdf-schema#subClassOf","BPVMilitaryUnit"
"2243","TemporalObjectType","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"2244","AcademicCycles-Time-Topic","rdf-schema#subClassOf","Time-Topic"
"2245","ConventionalClassificationType","22-rdf-syntax-ns#type","InformationAndCWs-Topic"
"2246","BlondeHairedHuman","prettyString","blonds"
"2247","DataMicrotheory","22-rdf-syntax-ns#type","MicrotheoryType"
"2248","AaronLohr","22-rdf-syntax-ns#type","MaleHuman"
"2249","accountsPayable","intervalEntryFormatInArgs","2"
"2250","List","22-rdf-syntax-ns#type","owl#Class"
"2251","AcidType-Arrhenius","22-rdf-syntax-ns#type","SecondOrderCollection"
"2252","AfghanPerson","22-rdf-syntax-ns#type","TKBNationalityList"
"2253","AccessingData-MP3","rdf-schema#comment","A specialization of #$DataSending. Each instance of this collection is an #$Event in which data is accessed from a #$MP3FileCopy and sent to some output device."
"2254","Rubbing","prettyString","will rub"
"2255","OilField","22-rdf-syntax-ns#type","ArtifactualFeatureType"
"2256","Place","owl#disjointWith","OrganismPart"
"2257","EmotionalQuantityType","prettyString","kind of emotion"
"2258","CartographicFeatureType","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"2259","PhysiologicalConditionType","prettyString-Canonical","type of ailment"
"2260","CoexistingWithSomethingElse","prettyString","will coexist"
"2261","RifledBoreWeapon","owl#disjointWith","SmoothBoreWeapon"
"2262","AccessingScriptType","prettyString-Canonical","type of action that involves accessing something"
"2263","TestQueryConstant","rdf-schema#comment","The collection of all terms that belong to the ontology of internal KB content tests in Cyc."
"2264","AbductingSomeone","prettyString","had abducted"
"2265","OpenSourceComputerProgram","prettyString","open source software"
"2266","Accreditation","22-rdf-syntax-ns#type","ObjectType"
"2267","AbsolutePower-TheMovie","22-rdf-syntax-ns#type","Individual"
"2268","AbuAyoubAlIraqi","22-rdf-syntax-ns#type","Individual"
"2269","FinancialOrganization","prettyString","financial organisations"
"2270","AdventureGameProgram","rdf-schema#comment","The collection of all  #$ComputerGamePrograms which are 'adventure' games."
"2271","ComputerWallpaperFile","rdf-schema#subClassOf","ComputerDesktopTheme"
"2272","Platform-Military","rdf-schema#subClassOf","TransportationDevice"
"2273","Accordion","22-rdf-syntax-ns#type","ExistingObjectType"
"2274","AbductionTest","22-rdf-syntax-ns#type","KBDependentCollection"
"2275","21cTestGroup10","22-rdf-syntax-ns#type","Group"
"2276","AceticAnhydride","prettyString","acetic oxide"
"2277","accelerationDueToGravityOnPlanetaryBody","rdf-schema#comment","code>.  For example, (#$accelerationDueToGravityOnPlanetaryBody   #$PlanetEarth (#$MetersPerSecondPerSecond 9.80619)) is true."
"2278","KBContentTestSpecificationType","typeGenls","KBContentTest-FullySpecified"
"2279","AccruingInterestOnACD","prettyString","had accrued interest on a CD account"
"2280","ChemicallyAcidicSubstance","rdf-schema#comment","The collection of all samples of stuff that can be classified as acidic."
"2281","LegalAgreement","22-rdf-syntax-ns#type","ObjectType"
"2282","CavityWithWalls","prettyString-Canonical","walled cavity"
"2283","Administrator","prettyString","humanest that has been Has Administrators of an institutes"
"2284","AceVenturaPetDetective-TheMovie","prettyString-Canonical","Ace Ventura Pet Detective"
"2285","IraqiPerson","prettyString","Iraqi person"
"2286","typedGenlPreds","rdf-schema#domain","Predicate"
"2287","ManufacturedGoodsType","rdf-schema#subClassOf","TimeDependentCollection"
"2288","50WaysToLeaveYourLover-TheSong","prettyString-Canonical","50 Ways to Leave Your Lover"
"2289","SimulationGameProgram","siblingDisjointExceptions","RoleplayingGameProgram"
"2290","PunkMusicPerformer","prettyString-Canonical","punk music performer"
"2291","LargeIncorporatedBusiness","owl#disjointWith","ServiceEstablishment"
"2292","arg2Genl","arg2Genl","owl#Thing"
"2293","35thParallel-North","prettyString-Canonical","North 35th Parallel "
"2294","accountFullName","rdf-schema#comment","passwd' file. (#$accountFullName ACCOUNT FULL-NAME) means that the #$ComputerAccount ACCOUNT's full name is FULL-NAME. For the account's 'username', see #$accountName."
"2295","AbsoluteGoalSuccess","22-rdf-syntax-ns#type","GoalSituationBySuccessStatus"
"2296","27InchTelevisionSet","22-rdf-syntax-ns#type","ExistingObjectType"
"2297","ApplicationAccount","22-rdf-syntax-ns#type","ObjectType"
"2298","PoweringADevice","prettyString","has powered"
"2299","AccruingInterestOnACD","prettyString","had accrued interest on a Certificate of Deposit account"
"2300","133SignalsBatt-RRS","prettyString-Canonical","133 Sig Bn"
"2301","247MediaInc","prettyString-Canonical","247 Media Inc"
"2302","PhysicalLayerProtocol","prettyString","physical layer protocols"
"2303","76MMRifledBoreCannon","prettyString","76 millimeter rifled gun"
"2304","MathematicalFunctionOnScalars","22-rdf-syntax-ns#type","FunctionType"
"2305","AceVenturaWhenNatureCalls-TheMovie","prettyString-Canonical","Ace Ventura When Nature Calls"
"2306","Dissatisfaction","22-rdf-syntax-ns#type","SomeEmotionsAboutTheRealizationOfExpectations-Emotion-Topic"
"2307","1993SmugglingOfCWTechnologyToSyriaFromRussia","22-rdf-syntax-ns#type","Individual"
"2308","A2ps-TheSoftwarePackage","22-rdf-syntax-ns#type","PrintingProgram"
"2309","7thLevelInc","22-rdf-syntax-ns#type","PubliclyHeldCorporation"
"2310","objectFoundInLocation","22-rdf-syntax-ns#type","ProximityAndLocation-Spatial-Topic"
"2311","Accstat-TheProgram","rdf-schema#comment","The accessibility status indicator for #$MSWindows."
"2312","105MMRifledBoreCannon","prettyString","105 millimeter rifled bore guns"
"2313","IDStringType","prettyString","types of ID string"
"2314","25InchTelevisionSet","prettyString-Canonical","25 inch television set"
"2315","touches","prettyString","touched an object"
"2316","above-Overhead","prettyString-Canonical","Above-Overhead"
"2317","touchesAtEnd","22-rdf-syntax-ns#type","rdf-schema#Property"
"2318","AbradingTeeth","22-rdf-syntax-ns#type","TemporalStuffType"
"2319","1489683-TheSoftwarePatch","22-rdf-syntax-ns#type","ArchitectureIndependentComputerPatchProgram"
"2320","IntermediateAdjustableRateLoan","rdf-schema#subClassOf","AdjustableRateLoan"
"2321","abductiveExpansion","prettyString-Canonical","Abductive Expansion"
"2322","CountrySubsidiary","22-rdf-syntax-ns#type","AtemporalNecessarilyEssentialCollectionType"
"2323","PoisoningTypeByAgentType","22-rdf-syntax-ns#type","FacetingCollectionType"
"2324","21cTestGroup2-5","rdf-schema#comment","21c group2 5   ."
"2325","AbductingSomeone","prettyString","had snatched"
"2326","ComputerHardwareTypeByBrandVersion","typeGenls","ComputerHardwareItem"
"2327","ComputerTypeByBrand","rdf-schema#comment","A collection of collections.  Each instance of #$ComputerTypeByBrand is a collection of computers, where that collection is a #$ProductTypeByBrand."
"2328","DestroyingAnEnemyForce","22-rdf-syntax-ns#type","TemporalObjectType"
"2329","NounProducingSuffix","22-rdf-syntax-ns#type","SuffixCategory"
"2330","LegalAgreement","rdf-schema#subClassOf","Agreement"
"2331","accountRepresentatives","arg2Format","SetTheFormat"
"2332","AccumulatingSteadily","prettyString","had worked up"
"2333","BiologicalSpecies","rdf-schema#subClassOf","KEClarifyingCollectionType"
"2334","Professional","22-rdf-syntax-ns#type","PersonTypeByOccupation"
"2335","WorldWideWebPage-AIS","rdf-schema#comment","#$WorldWideWebPage-AIS is the collection of instances of #$WebPage-AIS that are #$subInformation of the #$WorldWideWeb-DynamicIndexedInfoSource."
"2336","Group","prettyString","litany"
"2337","InternetStandard","prettyString","Internet standards"
"2338","LocationalPredicate","rdf-schema#subClassOf","SpatialPredicate"
"2339","PrintingProgram","22-rdf-syntax-ns#type","ComputerProgramTypeByFunction"
"2340","PortableObject","prettyString","more portability"
"2341","arg2Genl","sharedNotes","ArgumentTypeChecking-FORTSvsNonReifiedNATS"
"2342","LinguisticExpressionPeg","22-rdf-syntax-ns#type","owl#Class"
"2343","87thMeridian-West","22-rdf-syntax-ns#type","Individual"
"2344","AcceptingCommissive-CommunicationAct","prettyString-Canonical","accepting commissive communication act"
"2345","SymmetricAnatomicalPartType","prettyString","types of symmetric anatomical part"
"2346","ArtifactualFeatureType","22-rdf-syntax-ns#type","SecondOrderCollection"
"2347","Accompaniment","prettyString","co occurs"
"2348","GeneralizedTransfer","prettyString","will have moved"
